   461
    300.0   0.06157   0.15980
    305.0   0.06190   0.10332
    310.0   0.06518   0.07398
    315.0   0.06649   0.05509
    320.0   0.06781   0.04245
    325.0   0.07082   0.03377
    330.0   0.07295   0.02692
    335.0   0.07427   0.02142
    340.0   0.07555   0.01762
    345.0   0.07705   0.01457
    350.0   0.07723   0.01207
    355.0   0.07821   0.01026
    360.0   0.07984   0.00858
    365.0   0.08075   0.00957
    370.0   0.08180   0.00623
    375.0   0.08286   0.00552
    380.0   0.08410   0.00501
    385.0   0.08528   0.00486
    390.0   0.08657   0.00522
    395.0   0.08762   0.00635
    400.0   0.08835   0.00267
    405.0   0.08893   0.00215
    410.0   0.08930   0.00184
    415.0   0.09038   0.00155
    420.0   0.09137   0.00141
    425.0   0.09249   0.00132
    430.0   0.09367   0.00125
    435.0   0.09497   0.00122
    440.0   0.09589   0.00120
    445.0   0.09646   0.00116
    450.0   0.09734   0.00117
    455.0   0.09842   0.00119
    460.0   0.09943   0.00120
    465.0   0.10041   0.00121
    470.0   0.10145   0.00129
    475.0   0.10260   0.00127
    480.0   0.10372   0.00128
    485.0   0.10489   0.00137
    490.0   0.10590   0.00147
    495.0   0.10676   0.00144
    500.0   0.10792   0.00153
    505.0   0.10915   0.00158
    510.0   0.11034   0.00168
    515.0   0.11141   0.00172
    520.0   0.11245   0.00179
    525.0   0.11331   0.00182
    530.0   0.11401   0.00192
    535.0   0.11481   0.00194
    540.0   0.11551   0.00196
    545.0   0.11621   0.00198
    550.0   0.11655   0.00205
    555.0   0.11680   0.00212
    560.0   0.11725   0.00216
    565.0   0.11756   0.00215
    570.0   0.11770   0.00223
    575.0   0.11785   0.00222
    580.0   0.11793   0.00226
    585.0   0.11795   0.00233
    590.0   0.11779   0.00235
    595.0   0.11765   0.00238
    600.0   0.11744   0.00243
    605.0   0.11718   0.00245
    610.0   0.11695   0.00249
    615.0   0.11664   0.00251
    620.0   0.11642   0.00255
    625.0   0.11605   0.00258
    630.0   0.11578   0.00257
    635.0   0.11545   0.00265
    640.0   0.11510   0.00266
    645.0   0.11487   0.00268
    650.0   0.11446   0.00269
    655.0   0.11423   0.00276
    660.0   0.11388   0.00271
    665.0   0.11369   0.00278
    670.0   0.11340   0.00281
    675.0   0.11319   0.00279
    680.0   0.11298   0.00282
    685.0   0.11277   0.00281
    690.0   0.11254   0.00280
    695.0   0.11249   0.00279
    700.0   0.11242   0.00278
    705.0   0.11241   0.00276
    710.0   0.11246   0.00280
    715.0   0.11254   0.00285
    720.0   0.11255   0.00290
    725.0   0.11298   0.00293
    730.0   0.11314   0.00295
    735.0   0.11340   0.00288
    740.0   0.11362   0.00288
    745.0   0.11389   0.00296
    750.0   0.11433   0.00301
    755.0   0.11466   0.00297
    760.0   0.11501   0.00298
    765.0   0.11548   0.00300
    770.0   0.11584   0.00296
    775.0   0.11631   0.00310
    780.0   0.11677   0.00312
    785.0   0.11726   0.00308
    790.0   0.11771   0.00305
    795.0   0.11820   0.00310
    800.0   0.11879   0.00320
    805.0   0.11963   0.00322
    810.0   0.11976   0.00326
    815.0   0.12002   0.00336
    820.0   0.11998   0.00332
    825.0   0.12043   0.00336
    830.0   0.12032   0.00327
    835.0   0.12059   0.00343
    840.0   0.12041   0.00326
    845.0   0.12056   0.00309
    850.0   0.12059   0.00303
    855.0   0.11975   0.00267
    860.0   0.11979   0.00267
    865.0   0.11936   0.00247
    870.0   0.11927   0.00247
    875.0   0.11925   0.00226
    880.0   0.11867   0.00206
    885.0   0.11864   0.00191
    890.0   0.11842   0.00191
    895.0   0.11786   0.00170
    900.0   0.11789   0.00169
    905.0   0.11754   0.00192
    910.0   0.11705   0.00184
    915.0   0.11702   0.00191
    920.0   0.11755   0.00178
    925.0   0.11637   0.00169
    930.0   0.11683   0.00168
    935.0   0.11624   0.00163
    940.0   0.11639   0.00162
    945.0   0.11651   0.00148
    950.0   0.11668   0.00148
    955.0   0.11709   0.00168
    960.0   0.11713   0.00171
    965.0   0.11738   0.00163
    970.0   0.11751   0.00175
    975.0   0.11800   0.00184
    980.0   0.11763   0.00153
    985.0   0.11803   0.00152
    990.0   0.11844   0.00166
    995.0   0.11840   0.00167
   1000.0   0.11840   0.00156
   1005.0   0.11851   0.00156
   1010.0   0.11910   0.00159
   1015.0   0.11915   0.00149
   1020.0   0.11962   0.00168
   1025.0   0.12011   0.00171
   1030.0   0.12035   0.00154
   1035.0   0.12039   0.00156
   1040.0   0.12059   0.00147
   1045.0   0.12140   0.00155
   1050.0   0.12163   0.00167
   1055.0   0.12193   0.00159
   1060.0   0.12233   0.00178
   1065.0   0.12278   0.00162
   1070.0   0.12285   0.00174
   1075.0   0.12356   0.00170
   1080.0   0.12392   0.00154
   1085.0   0.12423   0.00150
   1090.0   0.12446   0.00165
   1095.0   0.12553   0.00147
   1100.0   0.12646   0.00154
   1105.0   0.12663   0.00159
   1110.0   0.12729   0.00143
   1115.0   0.12803   0.00150
   1120.0   0.12892   0.00154
   1125.0   0.12926   0.00142
   1130.0   0.13023   0.00146
   1135.0   0.13107   0.00146
   1140.0   0.13177   0.00158
   1145.0   0.13228   0.00153
   1150.0   0.13317   0.00147
   1155.0   0.13405   0.00162
   1160.0   0.13497   0.00158
   1165.0   0.13562   0.00158
   1170.0   0.13633   0.00159
   1175.0   0.13729   0.00168
   1180.0   0.13802   0.00149
   1185.0   0.13875   0.00157
   1190.0   0.13983   0.00161
   1195.0   0.14051   0.00160
   1200.0   0.14145   0.00160
   1205.0   0.14241   0.00153
   1210.0   0.14308   0.00168
   1215.0   0.14432   0.00170
   1220.0   0.14503   0.00161
   1225.0   0.14578   0.00156
   1230.0   0.14697   0.00147
   1235.0   0.14795   0.00150
   1240.0   0.14852   0.00156
   1245.0   0.15028   0.00165
   1250.0   0.15084   0.00156
   1255.0   0.15202   0.00167
   1260.0   0.15325   0.00168
   1265.0   0.15375   0.00138
   1270.0   0.15551   0.00142
   1275.0   0.15643   0.00157
   1280.0   0.15768   0.00156
   1285.0   0.15849   0.00148
   1290.0   0.15986   0.00153
   1295.0   0.16100   0.00152
   1300.0   0.16230   0.00149
   1305.0   0.16341   0.00179
   1310.0   0.16511   0.00140
   1315.0   0.16619   0.00146
   1320.0   0.16762   0.00155
   1325.0   0.16900   0.00151
   1330.0   0.17027   0.00158
   1335.0   0.17176   0.00151
   1340.0   0.17291   0.00145
   1345.0   0.17412   0.00154
   1350.0   0.17551   0.00149
   1355.0   0.17676   0.00171
   1360.0   0.17727   0.00168
   1365.0   0.17879   0.00169
   1370.0   0.17995   0.00166
   1375.0   0.18118   0.00164
   1380.0   0.18089   0.00164
   1385.0   0.18174   0.00166
   1390.0   0.18239   0.00170
   1395.0   0.18389   0.00173
   1400.0   0.18580   0.00158
   1405.0   0.18801   0.00171
   1410.0   0.19035   0.00165
   1415.0   0.19214   0.00172
   1420.0   0.19397   0.00159
   1425.0   0.19537   0.00161
   1430.0   0.19725   0.00176
   1435.0   0.19890   0.00154
   1440.0   0.20050   0.00171
   1445.0   0.20183   0.00164
   1450.0   0.20319   0.00146
   1455.0   0.20494   0.00176
   1460.0   0.20679   0.00164
   1465.0   0.20789   0.00158
   1470.0   0.20929   0.00174
   1475.0   0.21090   0.00181
   1480.0   0.21274   0.00164
   1485.0   0.21424   0.00178
   1490.0   0.21576   0.00162
   1495.0   0.21727   0.00172
   1500.0   0.21869   0.00170
   1505.0   0.22012   0.00177
   1510.0   0.22165   0.00181
   1515.0   0.22301   0.00175
   1520.0   0.22466   0.00166
   1525.0   0.22617   0.00166
   1530.0   0.22772   0.00168
   1535.0   0.22893   0.00170
   1540.0   0.23024   0.00171
   1545.0   0.23184   0.00177
   1550.0   0.23331   0.00171
   1555.0   0.23514   0.00155
   1560.0   0.23646   0.00170
   1565.0   0.23794   0.00186
   1570.0   0.23913   0.00162
   1575.0   0.24090   0.00153
   1580.0   0.24237   0.00170
   1585.0   0.24369   0.00177
   1590.0   0.24461   0.00193
   1595.0   0.24661   0.00180
   1600.0   0.24769   0.00190
   1605.0   0.24963   0.00197
   1610.0   0.25058   0.00192
   1615.0   0.25211   0.00175
   1620.0   0.25329   0.00201
   1625.0   0.25494   0.00191
   1630.0   0.25572   0.00204
   1635.0   0.25735   0.00199
   1640.0   0.25889   0.00186
   1645.0   0.26030   0.00194
   1650.0   0.26148   0.00193
   1655.0   0.26301   0.00190
   1660.0   0.26442   0.00195
   1665.0   0.26576   0.00200
   1670.0   0.26751   0.00204
   1675.0   0.26908   0.00220
   1680.0   0.26978   0.00202
   1685.0   0.27103   0.00199
   1690.0   0.27276   0.00204
   1695.0   0.27373   0.00223
   1700.0   0.27521   0.00205
   1705.0   0.27676   0.00199
   1710.0   0.27780   0.00199
   1715.0   0.27920   0.00198
   1720.0   0.28024   0.00212
   1725.0   0.28161   0.00197
   1730.0   0.28299   0.00209
   1735.0   0.28371   0.00203
   1740.0   0.28501   0.00203
   1745.0   0.28596   0.00217
   1750.0   0.28769   0.00198
   1755.0   0.28865   0.00212
   1760.0   0.28952   0.00225
   1765.0   0.29035   0.00208
   1770.0   0.29176   0.00207
   1775.0   0.29300   0.00210
   1780.0   0.29363   0.00208
   1785.0   0.29502   0.00207
   1790.0   0.29594   0.00191
   1795.0   0.29671   0.00191
   1800.0   0.29780   0.00230
   1805.0   0.29927   0.00216
   1810.0   0.29991   0.00221
   1815.0   0.30085   0.00200
   1820.0   0.30189   0.00226
   1825.0   0.30265   0.00200
   1830.0   0.30404   0.00232
   1835.0   0.30469   0.00238
   1840.0   0.30631   0.00229
   1845.0   0.30623   0.00249
   1850.0   0.30783   0.00195
   1855.0   0.30810   0.00236
   1860.0   0.30915   0.00224
   1865.0   0.30890   0.00196
   1870.0   0.30965   0.00211
   1875.0   0.31185   0.00222
   1880.0   0.31135   0.00242
   1885.0   0.31101   0.00217
   1890.0   0.31069   0.00225
   1895.0   0.30967   0.00208
   1900.0   0.30821   0.00217
   1905.0   0.30749   0.00222
   1910.0   0.30615   0.00198
   1915.0   0.30586   0.00227
   1920.0   0.30661   0.00231
   1925.0   0.30696   0.00199
   1930.0   0.30685   0.00240
   1935.0   0.30750   0.00229
   1940.0   0.30843   0.00208
   1945.0   0.30996   0.00214
   1950.0   0.30974   0.00227
   1955.0   0.31099   0.00202
   1960.0   0.31177   0.00230
   1965.0   0.31319   0.00213
   1970.0   0.31403   0.00208
   1975.0   0.31537   0.00236
   1980.0   0.31625   0.00236
   1985.0   0.31723   0.00248
   1990.0   0.31877   0.00247
   1995.0   0.31952   0.00214
   2000.0   0.32017   0.00218
   2005.0   0.32130   0.00223
   2010.0   0.32250   0.00220
   2015.0   0.32374   0.00225
   2020.0   0.32467   0.00211
   2025.0   0.32630   0.00229
   2030.0   0.32599   0.00233
   2035.0   0.32663   0.00205
   2040.0   0.32750   0.00237
   2045.0   0.32772   0.00217
   2050.0   0.32844   0.00238
   2055.0   0.32925   0.00227
   2060.0   0.32945   0.00230
   2065.0   0.32935   0.00260
   2070.0   0.33043   0.00237
   2075.0   0.33065   0.00197
   2080.0   0.33096   0.00242
   2085.0   0.33057   0.00237
   2090.0   0.33105   0.00236
   2095.0   0.33116   0.00238
   2100.0   0.33116   0.00230
   2105.0   0.33124   0.00244
   2110.0   0.33162   0.00216
   2115.0   0.33135   0.00224
   2120.0   0.33180   0.00265
   2125.0   0.33231   0.00247
   2130.0   0.33199   0.00239
   2135.0   0.33222   0.00219
   2140.0   0.33224   0.00236
   2145.0   0.33251   0.00262
   2150.0   0.33257   0.00241
   2155.0   0.33236   0.00227
   2160.0   0.33263   0.00239
   2165.0   0.33190   0.00216
   2170.0   0.33228   0.00247
   2175.0   0.33176   0.00226
   2180.0   0.33174   0.00234
   2185.0   0.33169   0.00242
   2190.0   0.33126   0.00223
   2195.0   0.33048   0.00234
   2200.0   0.32997   0.00226
   2205.0   0.33043   0.00235
   2210.0   0.33036   0.00233
   2215.0   0.33129   0.00228
   2220.0   0.33134   0.00236
   2225.0   0.33145   0.00235
   2230.0   0.33075   0.00230
   2235.0   0.33015   0.00227
   2240.0   0.32896   0.00225
   2245.0   0.32736   0.00226
   2250.0   0.32636   0.00239
   2255.0   0.32499   0.00196
   2260.0   0.32628   0.00243
   2265.0   0.32731   0.00221
   2270.0   0.32799   0.00248
   2275.0   0.32847   0.00231
   2280.0   0.32715   0.00215
   2285.0   0.32631   0.00219
   2290.0   0.32464   0.00231
   2295.0   0.32260   0.00221
   2300.0   0.32083   0.00208
   2305.0   0.31772   0.00264
   2310.0   0.31525   0.00226
   2315.0   0.31225   0.00233
   2320.0   0.30856   0.00231
   2325.0   0.30637   0.00224
   2330.0   0.30546   0.00235
   2335.0   0.30438   0.00247
   2340.0   0.30594   0.00248
   2345.0   0.30602   0.00229
   2350.0   0.30754   0.00223
   2355.0   0.30898   0.00229
   2360.0   0.31104   0.00224
   2365.0   0.31193   0.00221
   2370.0   0.31236   0.00246
   2375.0   0.31067   0.00249
   2380.0   0.30821   0.00243
   2385.0   0.30733   0.00228
   2390.0   0.30647   0.00216
   2395.0   0.30708   0.00228
   2400.0   0.30764   0.00230
   2405.0   0.31075   0.00240
   2410.0   0.31229   0.00261
   2415.0   0.31477   0.00254
   2420.0   0.31649   0.00262
   2425.0   0.31881   0.00266
   2430.0   0.31962   0.00234
   2435.0   0.32066   0.00224
   2440.0   0.32090   0.00235
   2445.0   0.32079   0.00257
   2450.0   0.32129   0.00247
   2455.0   0.32176   0.00244
   2460.0   0.32203   0.00291
   2465.0   0.32094   0.00234
   2470.0   0.32137   0.00249
   2475.0   0.32252   0.00244
   2480.0   0.32210   0.00214
   2485.0   0.32138   0.00221
   2490.0   0.32154   0.00252
   2495.0   0.32207   0.00228
   2500.0   0.32125   0.00192
   2505.0   0.32222   0.00243
   2510.0   0.32312   0.00242
   2515.0   0.32329   0.00264
   2520.0   0.32489   0.00244
   2525.0   0.32573   0.00260
   2530.0   0.32711   0.00278
   2535.0   0.32855   0.00279
   2540.0   0.32878   0.00271
   2545.0   0.33080   0.00279
   2550.0   0.33162   0.00276
   2555.0   0.33001   0.00257
   2560.0   0.32899   0.00291
   2565.0   0.33662   0.00344
   2570.0   0.33310   0.00352
   2575.0   0.33554   0.00354
   2580.0   0.33421   0.00314
   2585.0   0.33870   0.00436
   2590.0   0.33623   0.00418
   2595.0   0.33795   0.00475
   2600.0   0.33467   0.00416



 C2AN08C             .ASC                        

 AN-G1M-008-C                                                            
 SJ-3c                                                                   
 80-160 um                                                               
 * User: ANM                                                             
 * Research Type: Student, Active Missions, MGS-TLS,                     
 * NASA PI/CoI or Sponsor: PRC                                           
 * BVC: Visitor                                                          
 * Public Release Date: 09/29/2009                                       
 * Run Mode: All Wavelengths for Each Sample                             
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Aperture Size: 11.0 mm                                                
 * Scrambler: In                                                         
 * Depolarizer: Out                                                      
 RATIOS ADJUSTED USING NBS HALON CALIBRATION TABLE                       

 Source Ang: 30.00   Detect Ang:  0.00  Volt: 0.777
 Date: 27-SEP-06   Time: 16:49:19
