0.128,0.0309
0.13,0.0283
0.132,0.0357
0.134,0.0250
0.136,0.0255
0.138,0.0284
0.14,0.0270
0.142,0.0224
0.144,0.0250
0.146,0.0212
0.148,0.0240
0.15,0.0256
0.152,0.0259
0.154,0.0258
0.156,0.0290
0.158,0.0358
0.16,0.0466
0.162,0.0680
0.164,0.0979
0.166,0.1361
0.168,0.1562
0.17,0.1718
0.172,0.1938
0.174,0.2046
0.176,0.2142
0.178,0.2229
0.18,0.2437
0.182,0.2712
0.184,0.2908
0.186,0.2844
0.188,0.2969
0.19,0.3074
0.192,0.3079
0.194,0.3154
0.196,0.3168
0.198,0.3231
0.2,0.3179
0.202,0.3334
0.204,0.3363
0.206,0.3499
0.208,0.3525
0.21,0.3691
0.212,0.3821
0.214,0.3928
0.216,0.3886
0.218,0.3778
0.22,0.3982
0.222,0.4133
0.224,0.4068
0.226,0.4081
0.228,0.4150
0.23,0.4087
0.232,0.4123
0.234,0.4254
0.236,0.4130
0.238,0.4161
0.24,0.4267
0.242,0.4270
0.244,0.4274
0.246,0.4303
0.248,0.4411
0.25,0.4511
0.252,0.4358
0.254,0.4516
0.256,0.4727
0.258,0.4832
0.26,0.4872
0.262,0.4678
0.264,0.4958
0.266,0.4955
0.268,0.5012
0.27,0.5267
0.272,0.5163
0.274,0.5198
0.276,0.5361
0.278,0.5405
0.28,0.5241
0.282,0.5410
0.284,0.5841
0.286,0.5742
0.288,0.5652
0.29,0.5830
0.292,0.5697
0.294,0.5913
0.296,0.5928
0.298,0.5974
0.3,0.6017
0.302,0.6172
0.304,0.6184
0.306,0.6426
0.308,0.6386
0.31,0.6338
0.312,0.6481
0.314,0.6489
0.316,0.6624
0.318,0.6722
0.32,0.6605
0.322,0.6708
0.324,0.6866
0.326,0.6943
0.328,0.6842
0.33,0.6912
0.332,0.6938
0.334,0.6954
0.336,0.7036
0.338,0.7060
0.34,0.7052
0.342,0.7140
0.344,0.7212
0.346,0.7216
0.348,0.7229
0.350,0.7285
0.351,0.7298
0.352,0.7305
0.353,0.7308
0.354,0.7314
0.355,0.7322
0.356,0.7327
0.357,0.7333
0.358,0.7349
0.359,0.7358
0.360,0.7360
0.361,0.7364
0.362,0.7374
0.363,0.7376
0.364,0.7381
0.365,0.7387
0.366,0.7382
0.367,0.7386
0.368,0.7395
0.369,0.7404
0.370,0.7414
0.371,0.7421
0.372,0.7428
0.373,0.7438
0.374,0.7442
0.375,0.7448
0.376,0.7459
0.377,0.7467
0.378,0.7474
0.379,0.7481
0.380,0.7488
0.381,0.7498
0.382,0.7506
0.383,0.7513
0.384,0.7523
0.385,0.7527
0.386,0.7536
0.387,0.7548
0.388,0.7555
0.389,0.7562
0.390,0.7570
0.391,0.7579
0.392,0.7587
0.393,0.7597
0.394,0.7605
0.395,0.7610
0.396,0.7620
0.397,0.7625
0.398,0.7629
0.399,0.7638
0.400,0.7643
0.401,0.7651
0.402,0.7663
0.403,0.7670
0.404,0.7675
0.405,0.7680
0.406,0.7688
0.407,0.7697
0.408,0.7704
0.409,0.7709
0.410,0.7715
0.411,0.7722
0.412,0.7727
0.413,0.7733
0.414,0.7739
0.415,0.7745
0.416,0.7752
0.417,0.7757
0.418,0.7764
0.419,0.7771
0.420,0.7778
0.421,0.7787
0.422,0.7792
0.423,0.7799
0.424,0.7806
0.425,0.7812
0.426,0.7819
0.427,0.7826
0.428,0.7833
0.429,0.7841
0.430,0.7848
0.431,0.7854
0.432,0.7861
0.433,0.7869
0.434,0.7875
0.435,0.7882
0.436,0.7889
0.437,0.7896
0.438,0.7903
0.439,0.7910
0.440,0.7917
0.441,0.7925
0.442,0.7931
0.443,0.7937
0.444,0.7944
0.445,0.7950
0.446,0.7956
0.447,0.7963
0.448,0.7969
0.449,0.7975
0.450,0.7981
0.451,0.7987
0.452,0.7993
0.453,0.7999
0.454,0.8004
0.455,0.8009
0.456,0.8015
0.457,0.8019
0.458,0.8024
0.459,0.8029
0.460,0.8033
0.461,0.8038
0.462,0.8043
0.463,0.8048
0.464,0.8053
0.465,0.8057
0.466,0.8061
0.467,0.8066
0.468,0.8071
0.469,0.8074
0.470,0.8078
0.471,0.8083
0.472,0.8088
0.473,0.8092
0.474,0.8096
0.475,0.8100
0.476,0.8104
0.477,0.8108
0.478,0.8113
0.479,0.8118
0.480,0.8122
0.481,0.8126
0.482,0.8130
0.483,0.8134
0.484,0.8140
0.485,0.8144
0.486,0.8148
0.487,0.8152
0.488,0.8156
0.489,0.8161
0.490,0.8165
0.491,0.8169
0.492,0.8173
0.493,0.8178
0.494,0.8181
0.495,0.8186
0.496,0.8190
0.497,0.8194
0.498,0.8199
0.499,0.8203
0.500,0.8207
0.501,0.8211
0.502,0.8215
0.503,0.8220
0.504,0.8224
0.505,0.8228
0.506,0.8232
0.507,0.8236
0.508,0.8240
0.509,0.8244
0.510,0.8248
0.511,0.8252
0.512,0.8256
0.513,0.8260
0.514,0.8265
0.515,0.8269
0.516,0.8273
0.517,0.8277
0.518,0.8281
0.519,0.8285
0.520,0.8288
0.521,0.8292
0.522,0.8296
0.523,0.8300
0.524,0.8304
0.525,0.8307
0.526,0.8311
0.527,0.8314
0.528,0.8318
0.529,0.8322
0.530,0.8325
0.531,0.8329
0.532,0.8332
0.533,0.8335
0.534,0.8339
0.535,0.8342
0.536,0.8346
0.537,0.8349
0.538,0.8353
0.539,0.8356
0.540,0.8359
0.541,0.8363
0.542,0.8366
0.543,0.8369
0.544,0.8372
0.545,0.8375
0.546,0.8378
0.547,0.8381
0.548,0.8385
0.549,0.8388
0.550,0.8391
0.551,0.8394
0.552,0.8396
0.553,0.8399
0.554,0.8402
0.555,0.8405
0.556,0.8407
0.557,0.8410
0.558,0.8413
0.559,0.8416
0.560,0.8419
0.561,0.8421
0.562,0.8424
0.563,0.8427
0.564,0.8429
0.565,0.8432
0.566,0.8435
0.567,0.8437
0.568,0.8440
0.569,0.8442
0.570,0.8444
0.571,0.8446
0.572,0.8448
0.573,0.8450
0.574,0.8452
0.575,0.8454
0.576,0.8456
0.577,0.8458
0.578,0.8460
0.579,0.8461
0.580,0.8463
0.581,0.8465
0.582,0.8467
0.583,0.8469
0.584,0.8471
0.585,0.8474
0.586,0.8476
0.587,0.8478
0.588,0.8479
0.589,0.8482
0.590,0.8484
0.591,0.8486
0.592,0.8488
0.593,0.8491
0.594,0.8493
0.595,0.8494
0.596,0.8496
0.597,0.8497
0.598,0.8498
0.599,0.8500
0.600,0.8501
0.601,0.8503
0.602,0.8504
0.603,0.8506
0.604,0.8507
0.605,0.8509
0.606,0.8511
0.607,0.8513
0.608,0.8515
0.609,0.8517
0.610,0.8519
0.611,0.8520
0.612,0.8522
0.613,0.8523
0.614,0.8524
0.615,0.8526
0.616,0.8527
0.617,0.8528
0.618,0.8530
0.619,0.8531
0.620,0.8533
0.621,0.8534
0.622,0.8535
0.623,0.8537
0.624,0.8538
0.625,0.8539
0.626,0.8541
0.627,0.8542
0.628,0.8543
